ID,RecipeNumber,RecipeCode,RecipeName,CommentID,UserID,UserName,UserReputation,CreationTimestamp,ReplyCount,ThumbsUpCount,ThumbsDownCount,Rating,BestScore,Recipe_Review
59,32,17310,Seafood Lasagna,sp_aUSaElGf_17310_c_159381,u_1oKVyiH3gFGjj0mLSnSazPegr93,Karen Mona,1,1622717132,0,0,0,5,100,"I also did some minor changes as I did not have the scallops on hand. I used twice the imitation crab, used 2 cans of crab meat drained. And medium sized tail on shrimp, It was work intensive but it turned out amazing, I will make this again and again!!!!! "
136,59,414,Lemon Blueberry Bread,sp_aUSaElGf_414_c_360729,u_1oKVgaXlbjguvo9KNtIh8c3FBC1,rudylenak,1,1622718123,0,0,0,4,100,wanderful  blueberry bread made this today
7,8,6086,Apple Pie,sp_aUSaElGf_6086_c_21CEWuusR2K4qn94P93IopbHls5,u_YNEXbDtxXe9I,kaycowell,1,1637436703,0,3,1,5,467,perfection
117,6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_384966,u_1oKbV0fxtB0MG25u6b0OU3PK5dj,KathleenMoynihan,1,1622718224,0,1,0,5,193,Everyone loves this!! All 4 of my boys and husband devour these pies! We&#39;ve often had guests over and they have always raved about it!
5,64,12700,Big Soft Ginger Cookies,sp_aUSaElGf_12700_c_24LDgXEfsbwBm6URrgFXHLHNsLJ,u_8otqEHL1wOWG,choy,1,1643401084,0,1,1,5,556,"So yummy with a cup of tea.  Nice and spicy, better the next day."
13,61,17022,Vegetarian Linguine,sp_aUSaElGf_17022_c_246258,u_1oKVa9SPiY52RE7eps0Ey44jSaJ,NoodleNel,1,1622717548,0,3,0,5,297,"My 16 year old daughter decided to go vegetarian,, so I try to incorporate some vegetarian meals into the meal line-up.  This turned outd out great. I used Shredded Italian cheese mixture instead of the other two cheese.."
1,81,27626,Skillet Shepherdâ€™s Pie,sp_aUSaElGf_27626_c_2FBQykjIkEYmhdEYlUdUXFPCuKO,u_i3kEqoGxPLAt,Clinton255,1,1663963253,0,6,0,5,757,First time I ever made shepherd&#39;s pie! Really appreciate this recipe it tastes really great can&#39;t thank you enough looking into the next recipe now
113,45,41384,Black Bean â€˜nâ€™ Pumpkin Chili,sp_aUSaElGf_41384_c_275695,u_1oKXrCIFvZFGHvJEfSclyvMymFG,martinaf71,1,1622717686,0,0,0,5,100,so yummy will make many more times before the weather warms
29,47,15805,Bruschetta Chicken,sp_aUSaElGf_15805_c_252990,u_1oKVZzhQe2T1Ff5kFXACK2mhXml,ebramkamp,20,1622717609,0,0,0,5,100,My husband and I love bruschetta so trying this recipe was a no-brainer for me.  We absolutely LOVED it. I used a whole egg as I didn&#39;t have egg substitute. I also added some chopped fresh chives to the fresh tomatoes and just prior to serving also sprinkled with freshly shaved parmesan cheese. This is easy and fast to make but tastes like a million dollars.
136,30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_229263,u_1oKZCQHNUH4yWbdOTLBRve3slbi,gwillie,1,1622717502,0,0,0,5,100,I&#39;ve made this many times and even made it for a party. I used kielbasa sausage and had the shrimp to add on the side.  I loved that the veggies were still crunchy and sometimes the times on slow cooker recipes are too long and the food is cooked too much.  This one is right.Thanks.
47,62,1152,Pork Chops with Scalloped Potatoes,sp_aUSaElGf_1152_c_387546,u_1oKbZKUdbyc9qLjFDU4eZuIMzqi,MariaMina,1,1622718238,0,0,0,5,100,Great recipe! Family loved it. Will make again.
44,81,27626,Skillet Shepherdâ€™s Pie,sp_aUSaElGf_27626_c_370114,u_1oKb3dZP2PmfdH2DzA3rlif2chd,JohnLine,1,1622718167,0,0,17,1,100,"Where do I start..... Way to sweet, the corn &amp; sweet peas DO NOT make good lovers. This isn&#39;t any 30 minute meal by a VERY long shot. Maybe a few peas and carrots. I used tomato paste instead of ketchup. I can only imagine how sweet it would&#39;ve been with the ketchup. I used beef broth( I never like the granules or cubes). The after taste makes me want to hurl right now. I hate throwing food in the garbage but another meal of this wasn&#39;t going to happen. I even added some fresh ground pepper to cut the sweetness. Thank the heavens for pepper. I looked forward to eating this recipe and I am very bummed about throwing $$$$ down the drain. Fellow culinary participants...Stay away from this recipe. Very sad right now. If I could give no stars I would."
99,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_239241,u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,1,1622717511,0,0,0,5,100,Made it for Canada Day - my guests loved it!
79,58,32248,Smothered Chicken Breasts,sp_aUSaElGf_32248_c_125978,u_1oKVaB6ZQlqTQ4BbPF44G6vIKUI,hotfudgesundae,1,1622716977,0,0,0,5,100,"Delicious!  Everyone gave this chicken recipe a thumbs up.  Followed the recipe as written, except to give the cheese topped masterpiece time to melt.   Great recipe!"
129,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_282320,u_1oKZUkYL6s4q0EcS1sSsIwZ0Zhk,Z_Diner,1,1622717739,0,0,0,5,100,THE best lasagna I&#39;ve ever made or eaten! A perfect 10 from the whole family :)
76,47,15805,Bruschetta Chicken,sp_aUSaElGf_15805_c_150853,u_1oKWXMynHhxfLvCOvZlR61oLc7X,*Glow*,1,1622717074,0,0,0,5,100,Great recipe. Very easy to make.  I loved that I had all the ingredients on hand.
59,64,12700,Big Soft Ginger Cookies,sp_aUSaElGf_12700_c_385744,u_1oKVmgzH9RKbQJXU2QKojw7WRJ0,maball,1,1622718276,0,0,0,5,100,"Fantastic- I added a tiny bit more sugar- they are so so so so good.  A little kick to them, very rich, but delicious."
94,60,11588,Slow-Cooker Lasagna,sp_aUSaElGf_11588_c_245934,u_1oKYZnYPgnLrEqpf8bj1XSTIZYZ,jbstorment,1,1622717564,0,0,0,5,100,"MMmmMMmmMMmmmm....  I love coming home to this scrumptious lasagna after weekend errands.  At one time, I did have some of the tomato ingredients so I substituted the sauce ingredients for a can of spaghetti sauce, and it still came out just as amazing.  Good stuff!!!"
56,19,1693,Moist Chocolate Cake,sp_aUSaElGf_1693_c_173608,u_1oKVzP504ADHPObPzxKnx6YZH6U,Kathrynkrs,1,1622717211,0,0,0,3,100,"I have made a wacky choc.cake for years and this :has similar ingredients.But I question that this recipe has only 2c of flour, not 3c.  Likel theacky cake.I have not baked this cake because of the flour discrepancy.Are you sure it is 2c flour.?  For the . Liquid ,sugar,and cocoa amount IT does not seem proportional to the liquids."
29,69,39545,White Bean Chicken Chili,sp_aUSaElGf_39545_c_128811,u_1oKVZdJbHUp3x32LxjNdDwTacO2,MaggieWB,1,1622716969,0,0,0,5,100,Delicious. I added a bit of corn starch to thicken it. A hit with my husband too. Thanks for sharing!
55,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_418025,u_1oKaKPz7mWeFrYdpUtecVfYHCTW,lipe.house,1,1622718407,0,2,0,5,253,"This is our favorite main dish zucchini recipe!  Just top it with whatever your favorite pizza toppings are if you want more flavor than the ground beef.  I usually use the ground beef, onion, tomato sauce layer then might add some pepperoni, olives, sausage, additional onion, mushrooms......whatever I want on my pizza.   Love it, love the results, not watery at all."
72,31,7708,Basic Banana Muffins,sp_aUSaElGf_7708_c_409857,u_1oKW5y3LQ2ws6GpAiZUkjCC1T7X,cookb4,1,1622718409,0,0,0,5,100,"Quick, easy and delicious.  I added some peanut butter and milk chocolate chips."
118,88,8202,Simple Taco Soup,sp_aUSaElGf_8202_c_235126,u_1oKVkYND6nGiN8ZyAJzl9M0I1S5,daabbott,1,1622717505,0,0,0,5,100,"LOVE this recipe!  I make it at least once every couple of weeks during the cold fall and winter months.  It&#39;s quick to prepare and the leftovers are just as good, if not better.  My family also likes to add shredded cheese and tortilla chips on top.  Yummy!!"
321,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_341852,u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,1,1622718026,0,0,0,5,100,This was so good and easy.  The only changes I made were to use a whole roasted chicken cut up and instead of whipping cream I used fat free half and half.  It turned out great.
431,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_184998,u_1oKVatjD3FqtwlLSsagR6uyMesv,coats7,1,1622717279,0,0,0,5,100,I love this recipe.  I have  made it several times and it is a favorite.  I usually use 3 cans of beans.  I like more beans in my chilie.  This is spicey so make sure to have bread handy.  Excellent.
137,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_228537,u_1oKXGQHRoOdw5nFwQI26jc64N4i,Doriskern,1,1622717439,0,0,0,5,100,"I&#39;ve been making this recipe for years, I found the recipe in a newspaper grocery circular and shared it with family and friends, many times and we all love it."
271,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_112784,u_1oKVZlYEnQRAz1PMlNmla7icLvh,MissKarla,1,1622716912,0,0,0,5,100,Absolutely wonderful!!! I substituted pizza sauce for the tomato sauce since this is a pizza recipe. I also added the onion along with the green pepper as pizza is normally made. I gave the recipe to 6 people the first day I made it for work.
24,53,3143,Pumpkin Bars,sp_aUSaElGf_3143_c_395761,u_1oKcA98ytXm6z9Ado9q4eFTEwFx,Guest8922,1,1622718304,0,3,1,2,235,"I made these to take to visit a sick family member and was pretty disappointed by the lack of flavor in the bars themselves. They definitely need spices other then just cinnamon and I regretted not adding ground cloves, ginger, and nutmeg but I wanted to make the recipe exactly as shown. The frosting was good but was the only flavor you could taste."
660,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_201151,u_1oKXl89gXTYZRGUx5Ty1BDzKnTl,Titus2mom6,1,1613049076,0,0,0,5,100,<p>I make this recipe all the time and LOVE it!  It&#39;s great with home made french bread.  Works great over a campfire too!</p>
127,36,1196,Pumpkin Bread,sp_aUSaElGf_1196_c_314541,u_1oKXCmTRLF7ngUmJiGUXA0bchuF,aperu01,1,1622717883,0,0,0,5,100,This is now my favorite pumpkin bread recipe. So quick and easy too! Love it.
105,29,3058,Winning Apple Crisp,sp_aUSaElGf_3058_c_354948,u_1oKVlOTj4YlX2gYznjR0jMHJqHt,paulmey,1,1622718102,0,0,0,3,100,Very good!
25,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_231128,u_1oKVd5WYFXFhjTueQQ80OLy9sF0,cruisingail,10,1622717508,0,0,0,5,100,"just made these tonight and was very impressed.  I didnt double the icing recipe but did increase it a bit..  It made enough to ice 1 1/2 dozen cupcakes and then some!  Yes, the icing was to die for.  I increased the shredded zucchini alittle cause I wanted more vegies in them. I will definitely be making these again!"
346,6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_163485,u_1oKWvWjm8cHpZ1Jf85L08aPYwvu,Cpugs,1,1622717156,0,0,0,5,100,I cut up the chicken in cubes and sauteed it in some olive oil and sprinkled a little Adobo on it. Once I added the broth to the recipe I also added about a teaspoon full of chicken base to the sauce (Better Than Bouillon). Also I did have to add a little bit extra broth to help thin the filling out a little bit.  My family and friends loved this!!!
347,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_220587,u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,1,1622717388,0,0,0,5,100,I&#39;ve made this twice this week. It&#39;s great!
162,13,32480,Basic Homemade Bread,sp_aUSaElGf_32480_c_407844,u_1oKdoJiVD2j7w9UUcc9ELwD1pxy,JasonLutz,1,1622718363,0,0,0,5,100,"My wife and I made this bread tonight....AMAZING!  Unbelievably awesome. First time making it, is and our three kids are hooked! Thank you!"
157,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_199594,u_1oKXyIcrcl2K4TUSSKIJf4GvjgO,PatriciaLarkin,1,1622717300,0,0,0,5,100,"I made this yesterday, it&#39;s gone today. It definitely has the right name. It was absolutely THE BEST BANANA BREAD EVER. The second time I made it today I changed one thing, I halved the amount of nuts and added dark chocolate chips for the other half. It also was exceptionally delicious. The original recipe is so moist and light, not oily and mushy like a lot of recipes. Thank you so much for another of your recipes. All I have tried have become big hits with my family."
48,98,11767,Quick Cream of Mushroom Soup,sp_aUSaElGf_11767_c_403998,u_1oKc9NyuVxEwb1V644Lwqg3l2AD,RoxaneMcCooeye,1,1622718332,0,1,0,5,193,"Love this soup.  I have doubled or tripled the mushrooms, added sausage or chopped chicken and used heavy cream.  I make it at least twice to three times a month."
216,10,2912,Zucchini Pizza Casserole,sp_aUSaElGf_2912_c_135839,u_1oKW2vUUSpkX59lBYsgA92GFUzj,dianephelps,1,1622716991,0,0,0,5,100,"Everyone likes this casserole who&#39;ve tried it!  I use pizza sauce and add pizza toppings that we like: mushrooms, turkey pepperoni, pineapple, etc.  I make it very often year round."
3,35,27696,Flavorful Pot Roast,sp_aUSaElGf_27696_c_1uuXlVx4YQ0e7kP163PSXhfnIEG,u_T3Ajz3lK66Jt,BarkleysMom,1,1625516599,0,13,0,0,848,"I&#39;ve made this dozens of times and it&#39;s SO delicious! The chuck roast comes out perfect--tender and juicy, and the sauce is scrumptious."
36,37,20170,Taco Lasagna,sp_aUSaElGf_20170_c_347924,u_1oKW6JpqhmMrZsNohWDuD4tU1H1,cookiecorner,1,1622718057,0,0,1,5,100,Try it with chili beans and use their sauce.
68,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_309652,u_1oKatKp9BG5GmZBdcUfgO20st51,bigbamafan,1,1622717899,0,2,0,5,253,"This is absolutely the BEST dessert!!!! Since I have found the recipe, just a month or so ago, I have made it 3 times!!!! Everyone just went crazy over it. So simple to make. This is my new dessert to make and take to anywhere!!!  Just FYI, I made it in an 11 x 9 pan, next time, I will double the crust. Wouldn&#39;t hurt to double the crust anyway!!!"
43,79,33121,Chocolate Chip Oatmeal Cookies,sp_aUSaElGf_33121_c_293375,u_1oKWQE4feckE1mMg1dDVnIBFI9B,klesinski,1,1622717816,0,0,1,5,100,These cookies were simple to make.  I omitted the nuts (food allergy) but otherwise followed the recipe exactly.  They were delicious!  This recipe makes plenty of cookies so I froze half.   This just might be my &#34;go to&#34; chocolate chip cookie recipe from now on!
225,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_333291,u_1oKVvj3ElqhEhQfQ6JBJyW2zAaT,anray86,1,1622717988,0,0,0,5,100,This was a HUGE hit.  This is the best lasagna recipe.
158,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_111630,u_1oKVgpHcRLmhCvSzg1iRJqkUslV,DebbieFogle,1,1622716900,0,0,0,5,100,Absolutely delicious!!! Perfect snow day recipe.
476,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_341111,u_1oKVj6qQglPCtgqD1hpICffyLGz,jlight77,1,1622718042,0,0,0,5,100,This was really yummy!  I didn&#39;t have walnuts so instead I chopped up some almonds that I had on hand.  My husband loved it!
166,30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_199324,u_1oKVZm06HuAJvEWFCoYwuCc19vS,l2bake,1,1622717300,0,0,0,5,100,"I made this without the shrimp. Wow, it is very good! I like the fact that it is a crock pot recipe, love those! I will be making this again!!"
29,34,19201,Peanut Butter Chocolate Dessert,sp_aUSaElGf_19201_c_192759,u_1oKWlPqFXd3JqDpMyfGzWh8DoHY,Suzesmith,1,1622717320,0,1,0,5,193,I made this for a family get together and everyone loved it!!  Will definitely make again.
194,19,1693,Moist Chocolate Cake,sp_aUSaElGf_1693_c_322928,u_1oKVw04rGKqNY7MsHAyjzYZnATv,dewflop,1,1622717944,0,0,0,5,100,"This recipe came with my very first Taste of Home magazine. I had looked and looked at that cake and thought to myself that that cake couldn&#39;t tastes as good as it looked. Oh, Mother of Pearl I was wrong. Over the top it is. I didn&#39;t think my husband would eat it because he can&#39;t stand coffee and it has coffee in it, but I was wrong. This is the only chocolate cake they ever ask for. Suits me. It is out of this world fantastic. I have made it over and over again. It is soooooo wonderful. Thanks for this recipe."
62,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_267134,u_1oKVZtjpAd6NHkGeOEGAxusDfKE,mkaskela,1,1622717643,0,0,0,5,100,Quick and delicious
14,69,39545,White Bean Chicken Chili,sp_aUSaElGf_39545_c_226460,u_1oKZ9hA0Ryo20r0G6MRc15ekEKt,SherriAdams,1,1622717468,0,2,4,3,143,"It was ok.  Since some commented it was more soup than chili, I did add more chicken.  I didn&#39;t adjust any of the spices so maybe that&#39;s why it seemed a little bland.  Even with the extra chicken there was way more onion than I ever care to have. It reeked of onion when I lifted the lid.  Maybe this is a good base to start off at, but I wouldn&#39;t make it as written again."
110,67,16579,Chicken Wild Rice Soup,sp_aUSaElGf_16579_c_156060,u_1oKW8gJq4SfdTM87p9USxCD5h6I,Tom111,1,1622717117,0,0,0,5,100,How many cups of wild rice per 3 cups of cooked wild rice? I am guessing 1.
97,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_376758,u_1oKW7azvhwTse1Nt77iLJQGOvp3,VienneM,1,1622718213,0,1,0,5,193,"Yum! If you like really thick chili, I would suggest cutting back on the stock and sour cream/whipping cream a bit (and maybe the cayenne pepper too then) or adding a bit of cornstarch to thicken or pureeing a portion as other reviewers mentioned, but we thought it was really good as written! Just the right spiciness- I can&#39;t tolerate much heat but this leaves just a little &#39;bite&#39; in your mouth after eating it. (Or...if it&#39;s too thin- maybe you&#39;re not simmering it long enough with the lid off?)"
38,88,8202,Simple Taco Soup,sp_aUSaElGf_8202_c_396683,u_1oKVakhxVIBNUxgvWPjxZBGNwrV,grandmascooking22,10,1622718302,0,3,2,5,203,I made this recipe when we went to visit our kids and grandkids.  I browned the meat and took along with the other ingredients.  I made this for our supper the night we arrived.  So easy.  Everything was open and add and the taste was incredible.  Would totally prefer this over chili anyday.  Add cornchips and sour cream and cheese.  So good.
368,1,14299,Creamy White Chili,sp_aUSaElGf_14299_c_342668,u_1oKVkOcbMYSIR5k7l1YB907TrH0,pettymama,10,1622718058,0,0,0,5,100,This was superb!  I was really easy to make too.  I highly recommend it.
144,17,36450,Fluffy Key Lime Pie,sp_aUSaElGf_36450_c_209511,u_1oKXAwsKfQBUQvkpxX3E5Ct6KUw,lilbit2,1,1622717343,0,0,0,0,100,"I tried this pie last night.  I was a huge hit. I did, however, use an Oreo crust. Looked pretty and tasted wonderful.  Everyone liked it and the people with health problems were not afraid to eat a big piece!  It is so easy and hits the spot after a big meal.  This recipe is a definite keeper!!   lilbit2"
148,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_113227,u_1oKVmGJNR0An9TSwzbxTD0DNTnF,mustang5,1,1622716917,0,0,0,5,100,"After 44 years of trying to make my husband happy with lasagna, I finally nailed it. I didnt make the sauce sunce Prego is our favorite ( I have made many home made sauces in my cooking career) and we always go back to Prego.  It saves time in the kitchen.  I used Asiago-Parmesan instead of just Pamesan.  EXCELLENT"
26,37,20170,Taco Lasagna,sp_aUSaElGf_20170_c_360602,u_1oKYMWZFgyCTYdXravdiFaY1z64,AngeliqueHallee,1,1622718123,0,1,0,5,193,"Very, very, good! My family loved it!! Thank you for sharing this recipe!"
54,48,9739,Best Ever Potato Soup,sp_aUSaElGf_9739_c_417546,u_1oKdHE4YrDvkgqfwB2LF3NTb88e,Guest1096,1,1622718418,0,2,0,5,253,"This is delicious and incredibly easy! Definitely adding this to the rotation. Followed the recipe exactly, except we didn&#39;t have any celery seed so I omitted that. Still turned out fab!"
132,36,1196,Pumpkin Bread,sp_aUSaElGf_1196_c_114286,u_1oKVa885M53blilgwJpet9vVr00,ajkoch,1,1622716919,0,0,0,5,100,Also.... a real crowd pleaser! Everyone was raving over it!
29,68,74724,Chocolate Guinness Cake,sp_aUSaElGf_74724_c_282445,u_1oKa7zPLw80RhZ8nKTuGSLqcnWj,LissyOBX,1,1622717719,0,2,1,4,193,"The cake is great! I wish that the recipe would mention that the whipping cream should be whipped 1st.  1.5 pounds of powered sugar just doesn&#39;t make a nice frosting. Oh it spreads ok, but you can&#39;t taste the cream cheese. When it has a 4.5 star rating  I didn&#39;t think I needed to read the reviews for tips."
116,82,18274,Ravioli Lasagna,sp_aUSaElGf_18274_c_350344,u_1oKbI8Q7Ptot8HcWlBfbH14ixQD,kidnurse00,1,1622718103,0,2,0,4,253,Very easy and good. Motleygirl123 no cooking ravioli. It cooks in the sauce in the oven. If it doesn&#39;t say to cook it don&#39;t. If you precook it the pasta will beswollen and overdone chewy. Not a stupid question at all. I learned from experience!! :-)
16,5,42386,Pumpkin Spice Cupcakes with Cream Cheese Frosting,sp_aUSaElGf_42386_c_395540,u_1oKc2L71rPerPwiFNIsbWT0wvWN,JacquelineHudson,1,1622718297,0,0,0,5,100,I made these today. They were easy to make and the recipe was easy to follow. I am taking them to a party and I&#39;m sure everyone will love them. I&#39;m sure I will be making them year round. (We love pumpkin)
194,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_250332,u_1oKVrSThnPHPgrRtQwKbDLYOaKs,Karamelpisces,1,1622717553,0,0,0,5,100,My family loves this recipe!
222,3,2832,Cheeseburger Soup,sp_aUSaElGf_2832_c_208930,u_1oKX70iTZuOQnT18HxoCfEXt2z3,janetrichardson,1,1622717343,0,0,0,5,100,I took this to a family soup potluck.  It was a real hit.  All I took home was the empty crockpot.
15,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_421803,u_1oKe4zn3JhtWNBwkX0xyHifi8mg,JanetClayton,1,1622718428,0,1,0,4,193,"This was simple and easy to fix, my whole family loved it.  I will be making this a lot.  Thanks for a great recipe."
52,64,12700,Big Soft Ginger Cookies,sp_aUSaElGf_12700_c_414878,u_1oKdgQqvwowkF3UzB1VbUIoNH3w,Lisa,1,1622718429,0,0,0,5,100,These cookies are a favorite of my husbandâ€™s and Iâ€™ve been making them for years.  I freeze the dough balls before baking so they donâ€™t spread excessively.  Sometimes I use dried ginger along with the ground.  Theyâ€™re always so soft and donâ€™t last long at our house!
18,45,41384,Black Bean â€˜nâ€™ Pumpkin Chili,sp_aUSaElGf_41384_c_374380,u_1oKW5Bz7x8XFcGdfFTPcRGb5Kwo,dyeide,1,1622718174,0,0,0,5,100,wow! wow! Wow!  &#34;Winner winner turkey dinner&#34;!
46,90,33743,Tennessee Peach Pudding,sp_aUSaElGf_33743_c_340996,u_1oKWnx8J54hVA6MYddWFTpuc6wS,hughesbambi,1,1622718042,0,1,0,5,193,"This was really good.  It does boil over and thank you to the person who suggested setting it in a larger pan to catch the drips.   I think I will use a 9&#34; pan next time.  Do serve it warm with the cream - yummy!!!!  To those readers who didn&#39;t know what to do with the cream, you pour it over the pudding before you eat it.  Would be good with ice cream too."
63,76,46655,Chocolate-Strawberry Celebration Cake,sp_aUSaElGf_46655_c_194034,u_1oKVlDspNPdUXf2WVzwkpVqOhEK,kkutz,1,1622717322,0,0,0,5,100,i made this for mother&#39;s day and a baby shower yummm best chocolate i have even made kids loved it
25,73,41095,Contest-Winning New England Clam Chowder,sp_aUSaElGf_41095_c_433522,u_1tOHv7ibfb8gjLpmj26kzDw1XZZ,OliveBee,0,1622648875,0,4,0,5,329,I love this recipe.  Thank you for posting it.  I turn mine into seafood chowder by adding 2 cans of escargot and tiger shrimp.  I also use my home made bone broths either chicken or turkey as I can control the sodium levels this way.  I  don&#39;t have to add any extra chicken bouillon.  If I need extra salt I add 1/4 tsp of celery salt.  I always have reserve bacon grease so if I don&#39;t have any bacon on hand it has the flavour in the soup already.  It is nice to change it up once in a while.  I also use this recipe for loaded baked potato soup because it so much easier.  Enjoy!
138,29,3058,Winning Apple Crisp,sp_aUSaElGf_3058_c_262593,u_1oKYsZpPLhQBZApUO0g2JiSASEy,kmo71276,1,1622717641,0,0,0,5,100,"OMg, I just made this for our &#34;First Night of Patriots Football Celebration&#34; and it is to DIE for!!! I can&#39;t wait to share it with our guests...that is IF there&#39;s any left by the time they get here!!! :)"
137,44,31278,Corn Pudding,sp_aUSaElGf_31278_c_135863,u_1oKW2MHoXIzkXkRpLMs63pYIdpw,superfairyprincess,1,1622717021,0,0,0,5,100,everyone looks forward to this recipe - and it goes well with a picnic or a more elegant meal
11,90,33743,Tennessee Peach Pudding,sp_aUSaElGf_33743_c_433334,u_1tOHutR6s2lAQxu2nwV9hR78YPz,PurpleRocket,0,1622648875,0,7,8,4,211,"This was a delicious recipe, I used soy milk instead of normal milk and it was a good substitution! I also used canned peaches instead of fresh or frozen and it was still delicious - though I would say to reduce the amount of water in the topping by about 1/2 cup, and honestly I might suggest doing that anyways, it was a lot of liquid leftover."
357,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_226966,u_1oKXK2c1DimD2qImD0pcIzac8aN,navyaunt,1,1622717466,0,0,0,5,100,It was very good.. Just a little to sweet. I even added an extra banana but the sweetness took over it. I will however make again bur reduce sugar...
35,31,7708,Basic Banana Muffins,sp_aUSaElGf_7708_c_407399,u_1oKcEYyLfcaObQkC5K7jf45TrIf,Christy L,1,1622718345,0,0,0,5,100,My whole family loved this.  Sometimes we put mini dark chocolate chips in as a treat too!
128,33,32535,Creamy Grape Salad,sp_aUSaElGf_32535_c_315695,u_1oKVZq0tGK7kyYh5lp0OIz0R5lr,lmmanda,1,1622717929,0,0,0,5,100,"This is one of those recipes that have become a staple at family get togethers, everyone loves it.  I always substitute NeufchÃ¢tel cheese and fat free sour cream and no one knows the difference."
133,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_293724,u_1oKVmY9MgErEzq310lY72EI3zCb,lauriewiltsern,1,1622717825,0,0,0,5,100,These cupcakes were amazing and we all loved the caramel frosting too!  This will be my &#39;go to&#39; recipe for zucchini from now on.
131,30,39549,Forgotten Jambalaya,sp_aUSaElGf_39549_c_375324,u_1oKXA5AellpEstSl0Bv68lS7fLu,carriv,1,1622718155,0,0,0,5,100,Yes I will make this for my family again. I would add a little more hot sauce. It&#39;s a keeper.
219,14,7178,Zucchini Cupcake,sp_aUSaElGf_7178_c_377715,u_1oKaHyuzooSw2GI1hjNASnvDy9q,korycle,1,1622718228,0,0,0,5,100,Yummy and semi-healthy!  Even those who gave me a funny look when I told them what kind it was were happy they tried it. I am ready to make some more this weekend!
261,11,12003,Traditional Lasagna,sp_aUSaElGf_12003_c_251551,u_1oKVaDEmLdN4h4Pi1MQWrXVWoSf,mrsoak,1,1622717587,0,0,0,5,100,My friends and I agree that by far this is the best lasagna we have ever had.  I double the recipe and make them two at a time.  They freeze well uncooked.
275,6,21444,Favorite Chicken Potpie,sp_aUSaElGf_21444_c_110807,u_1oKVpl0fxMV4JjrXgPP1ynHCiPr,sweetp24,1,1622716901,0,0,0,5,100,A win with my family.... my husband was tasting before it went in the oven and said it can be eaten just like that....thanks for sharing this recipe.
84,39,28058,Shrimp Scampi,sp_aUSaElGf_28058_c_270754,u_1oKWQLPRyPOmBbsO5hw9vZ0Ug9C,juneypoo,1,1622717685,0,0,0,5,100,Replaced the lemon juice with white wine.  I followed all of the other ingredients though.  Came out great.
62,80,39581,Homemade Peanut Butter Cups,sp_aUSaElGf_39581_c_376614,u_1oKVZqPJDhJGhiZxj1IdQ9QVZfQ,alaskakaren,1,1622718158,0,0,0,5,100,"YUM!  Time consuming, but worth it."
37,94,8015,Easy Peanut Butter Fudge,sp_aUSaElGf_8015_c_318999,u_1oKZy0cFr2QjMjz9lQhTqLyYndP,Sheikadrsw48,10,1622717924,0,1,0,5,193,This is the best recipe I have tried. My kids love it too! 5 stars ! I used 1/2 marshmallow cream and 1/2 regular marshmallows. My fudge set just fine.
326,9,42083,Enchilada Casser-Ole!,sp_aUSaElGf_42083_c_107717,u_1oKVaEGADXL1gwfGV1x6xsuu1e0,JKES,1,1622716894,0,0,0,5,100,"~LOVED IT~ I thought the recipe called for too many seasonings with the taco saeasoning,italian dressing, and cumin so I discarded the cumin, and italian seasoning and thought to add only ONE Tbsp of taco seasoning.My husband hates beans and he loved this recipe. I thought it was very, very good and would deffinately make it again! Even better hours after baking."
280,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_322721,u_1oKaSbzDliHZHzgu46LUQaeZCvU,SweetT1962,1,1622717955,0,0,0,5,100,This really is the best banana bread I&#39;ve ever tasted!
